Label,Banglish
joy,"alhamdulillah, islamik vidio pete amar canelti saboskraib kore pashe thakun. islamer sohaytay Allah apnake amake kobul korun. amin"
joy,najmus sakiber kontho diye bangladeshor mukh ujjbol koreche kuran holo prithibir shroshtho grontho tar hasita onek sundor.
joy,Allah rabbul alaminer kache prarthna kori apnake sokol prkar bipod apod theke hefajot koruk amin. ebong amar chele mo: sakib al hasan ke jeno apnar moto ekjon poripurno hafej hisabe toiri korte pari shei doya korben.
joy,osongokhjo dhonjbad kibriya bhai  ke. najmus sakiber moto bishbsera hafejke jatir samne sundorvabe uposthapon korar jonjo . opekkhay rilam bangladesher bishbsera onnanno hafejder jibner golpo shonar jonjo.
joy,"amio ekjon kuraner hafejer ma hote cai. shobai doya korben Allah ta&#39;ala jen amake kobul koren. ebong ekta nekkar chele sontan dan koren,,. amin."
joy,kibriya vaiya ami India theke ami apnar khub boro vokto ar najmur shakib ke ami 2013 theke onusoron kori khub valbasi or telaoyat shunte shunle mon thanda hoye jai
joy,"kibriya,vaiya apnake anek dhonjbad, janacchi, karon,apni koran,er jonjo apnar afis ke ummokto kore,deyar jonjo, ❤"
joy,"thik bolechen,,amader klase koran prtijogitay bangladeshi ra jog dile soudi ra ogrim subeccha janiye dey."
joy,ma sha allah.. najmus sakib bhai  er prti mohobbot aro bere gel. amar sontan der keo Allah taofik dan korun. amin
joy,",moyomonsingoh er manusher mon aslei onek sohoj sorol,, ei hafej vaike dekhe aro kliyar holam,,khub vale laglo."
joy,"ki sundor, nurani cehara,, mashaallah,❤️❤️, Allah tala, unake, nek hayat dan korun, amin amin summaamin 💜💜"
joy,"amar onek asa,,,,amar cheleke koraner hafej banab,,,,sobai doya korben Allah jen amar asa puron koren"
joy,kibriya bhai  apnake onek onek dhonjbad janai.ekojon bishbsera koraner hafej ke apnar cjanele anar jonjo.oprotjekta ghorer alo jen erokom ekjon kuraner hafej jonmo ney apnar amar sobaire
joy,"kibriya bhai  hafej jakariya bhai  ke branding Bangladesh onushthane dekhte cai, kara kara ekomot?? like komento kore tope niye jan."
joy,onek onek dhonjbad kibriya bhai  o ghori larning ke hafej najmus sakib ke niye episod bananor jonjo 😍😍😍😍😍😍
joy,amra shobai doya kori jen najmus sakib bhai  aro onek dur egiye jete pare... amin💖💖💖
joy,ami moyomonsingoh fulbariyar sontan. pourosva 4nong oyardo er chele. onek din pore khub holam. apni amader elakar chele❤️❤️❤️❤️❤️
joy,amar chot vai.6 mas e koran mukhosto korechen.se amader voirob er oitihjbahi komolpur madrasar.49 bochrer prothom rekordo orjon koreche. alhamdulillah
joy,doya ril amar bhai  najmus sakiber jonjo. Allah jen najmus sakib vaike aro onek boro ebong ucu pojisne niye jan shei doyai kori
joy,angkel apni ei content madhjme komi onggon ebong hefoj bivager orjonke tule dhorechen . osongokhjo dhonjbad ebong shuv kamna apnake .... amar mone hoy sorkarivabe ei diktay fokas kora ucit . karon deshke antorjatik mane puro bishber majhe riprejento korchen tara kothor porishrmer madhjme... ebong onek taeg mishe thake ei orjne . sorkarer onudan bihin tara desher joy kere ane .
joy,"ma babake onek kichu taeg korte hoy cheleke diner pothe shikkha dite hole abeger valobasa dekhale para jay na, bishesh kore halal takai porate hoy allahor borokot thake"
joy,"sileter sunamogonjo jelar,meghaloy elakar kalagor gram theke tomar fofat vai.mama abu kalamer gorbit sontan bishbo bijyi hafije kuran najmussakib (siyam) tomar prti ril hajaro doya ebong mobarokbad.meghaloy paharer protjonto oncle tomake dekhte cai."
joy,"alhamdulillah, ami ar je kibriya bhai  er jonjo amar ontrer ontostol theke doya kori,ar je kibriya bhai  somajer daridro nirjatito manush ebong amader desher sompod koraner hafijeder ke somaje midiyate dhoren,allah ar je kibriya bhai  ke unnot neyamot dan koruk"
joy,amar valobasar ekjon manush. khub valo lage tar kuraner teloyat. tar jonjo onek onek doya o valobasa ril.
joy,"hafej najmus sakib o hafej jakariya er teloyat shunle kolija shanto hoye jay,,je keu amar kotha bishbas na korle sarco diye jakariya o najmus sakib er teloyat shunei dekhun in sha Allah"
joy,"mashaallah,,, bhai  apnake onek onek dhonjbad najmus sakib er moto eto boro maner kbarire apnar onushthane amontron korar jonj"
joy,onek notun kichu janlam bhai  ajker onushthan theke. Allah taala apnader nek hayat dan korun.
joy,iya robbul al-amin tumi banglar prtiti mumin musolmanyer ghore emon ekjon najmus sakib dan korun
joy,hafej charao amader desher manjogonjo shayekhdero jodi paren tahole niye asen.tader jibner golpo shunte cai.
joy,"alhamdulillah, onek valo laglo, vaiya eirokom Islam niye vidio banan , apnar uchilay hoyto onek kichu amader Islam dhormer bishoye jante parbo ingsaalloh"
joy,sakib khan noy sakib al hasan ke noy koraner hafej najmus sakib bhai  valbasa ucit ❤
joy,"subhan allah! osadharon onushthan upvog korlam. allah, apnar ebong hafej sakiber nek hayat dan koruk; amin."
joy,mas allah.alhamdulillah ei rokom aro vidio dekhte cai. Allah apnake uttom ja ja dan koruk
joy,"kibriya bhai  ! onek onek valo laglo, ek bosatei shuru theke shesh porjonto dekhlam, dekhtechilam ar cokh diye pani jhorchil, janina sheta ki jonjo, apnake osongokhjo mobarokbad emon aro kichu onushthan koren shei opekkhay achi"
joy,jara hafej taderke jen sorkar onumodon diye somban deya hoy shobai like dao ekomot hole
joy,kibriya vaike shei redio program theke valobasi. ekhon ei onushthan dekhar por valobasa aro briddhi pel.
joy,"amar dekha sobceye modhur o mishti o konthe kuran telaoyate , bishbsera hafej najmus sakib. khub valobasi bhai  , apnake. ."
joy,Allah tumi amake hafej er ma hisabe kobul kore nao. amio ekjon hafej er ma hote cai.😥😥
joy,assalamu alaikum bhai  apmake osongokhjo dhonjbad apni koraner hafejder anar jonjo bhai  apnake abaro dhonjbad er jonjje sakib vair mokh theke ektu koran teloyat sonte chaichilam apni koran teloyat korar jonjo bollen allah‌ tala amader maje emon ejokta koran najil korche tar maje kono bolnei
joy,"mashallah,, allahor koran sob somoy sommanit, alhamdulillah. amar cheleta ke jen hafej banate pari,,apnara shobai doya koriyen ,"
joy,mashaallah. hafej moha: najmul sakib antorjatik onggne bishbo cjampiyne khjati lav koren. ami doya kori se jen dhape dhape aro sunam orjon koren. amin !
joy,najmus sakib ke Allah jotta morjada diyechen. tarceye beshi beshi islamer khedomot korar toufik dan koruk amin
joy,amar chot vaiyer jonjo shobai doya korben. jen amar vaike Allah taratari hafej baniye dey.
joy,koraner hafej derke sujog deoyar jonjo shukriya alhamdulillah ami koraner hafej amar cheleke Allah tayala bishbsera koraner hafej‌oalem hoyar taofik dan koren sokler kache doya prarthi
joy,vaiyar hasita ma sha allah. eta puro bangladesher hasi. Allah onake aro ucu sommane sommanit korun..
joy,"bhai  khub khub khub vallagche,,,,,, apnar onushthan ekhon theke niymit shunbo inshaallah,, sakib vaike allahor jonjo valbasi"
joy,ami apnar jonjo doya kori bishbo shera alem banan Allah tayala amar baccar jonjo ektu doya kiren Allah tayala jani sustho kore den
joy,"alhamdulillah khub valo laglo,, islamer alo choriye deoya holo prtiti ghore ghore. amar dui chele o madrasay pore. bor chele pach para porteche ,,sobai doya korben oder jonjo."
joy,ami abeg aplut hoye gelam Allah kuran o iman dayitbo palon korar jonjo kobul koren amin
joy,bhai  apnake jodi duniyar manush kon somman nao kore mohan allahor kache apni puroskar paben ekdin amin
joy,kibriya bhai  ke osongokhjo dhonjbad.bishbo shera hafej najmus sakib ke shtudio te amontron korar jonj
joy,kibriya bhai  Islam er bishoye tule dhorben please hafej der niye episod korben aro beshi beshi
joy,assalamualaikum oyarahmatullahi oyabarakatuh alhamdulillah onek shundor abhaoya sallam apnader dujner mukhe alhamdulillah Allah amake onek valo rakhuk ebong onake alem pash korar toufik dan koruk amin bangladesher 1 nambar ebong shara bishbjure doya kori allahor kache alhamdulillah onek shundor koran teloyat najmus sakib vaiyer kache najmus sakib vaiyer kach theke onek shundor koran telaoyat shunchi alhamdulillah ami mon theke doya kori Allah apnake onek val rakhuk sukhe shantite rakhuk amin
joy,assalamu alaikum kibriya vaiya. ami najmus sakib er madrasar thikanata jante cai.plij amake ektu lingokta diben.
joy,"Allah amake duijon chele dan koreche, ora ekhon hefjo porche, shobai amar cheleder jonjo doya korben,"
joy,"he Allah amader sobar ghore ei rokum sontan dan kor, o najmul sakib ke islamer khedomte kobul kore nao amin"
joy,"priy arje kibriya vai. mijanur rahman ajhari vaiyer kach theke unar laif storita shunte cai. opekkhay rilam kintu,,,,,,,,,,,,,,,"
joy,alhamdulillah he Allah amader desher sontander emon kore tumi bisher desh gulo te somman bariye den.
joy,"ami sadharon iutiub e kon montobbo kori na, kintu koran e ke niye emon emon ekta episod sotti onek mohottbo kaj onek shundor legeche, hridoy ta juriye gel"
joy,mashallah 💞💞💞💞 Allah pak unader jonjo shreshtho puroskar rakhben 💞💞💞 kon neta dekh ba na dekh💞💞💞
joy,"mashaallah amar mayar vaitar koran tilaoyat shune monta vore gelo,,, tumar jonjo doya ril bhai  apnar sopnpuron hok"
joy,amar ekhno biye hoyni ami allahor kache doya kori amar prothom sontan jen ekta chele hoy .take ami korane hafej banabo inoshollah
joy,alhamdullilah.amar meye 8 bochrer se kaida ampara kuran shorif najrana ses kore koyek diner moddhe hafejiya te jabe insaallah. he Allah amar meye o jen sakib vaiyer moto  kore ekjon bisjo shera hafejiya hote pare. shobai duya korben amar meye tabassum er jonj
joy,"bsundhra jameyatul abbare amar ek klasmit chil o 9mase korane hafej hoyeche, eta osomvber kichuna, Allah caile sob kichui sombhob"
joy,Bangladesh er mohila hafej der jodi ekhane ana hoyto tahle... onek meyer baba sbopno dekhto tar meyeke ei jaygay dekhte.........
joy,eto shundor vidio dekheo manush dis like dey ki bhabe iya Allah emon sontan sobar ghore dan koro amin
joy,najmus sakib vaike amio folo kori shei chotto theke. bivinno prtijogita onushthane vayer sure amio porechi. al hamdullah puroshkar o peyechi.
joy,"alhamdulillah, he Allah robbul alamin sokol imandarer ghore jen erokom najmus sakiber jonmo hoy hoy amin"
joy,mashallah! najmus sakiber telaoyater motoi tar kotha ebong hasi. Allah priy vaike dbiner jonjo kobul korun. amin..
joy,"masha allah. evabe bishbo shera hafejder uposthapon korte thaken vai. insha allah, Allah apnake er uttom prtidan diben ."
joy,bhai  apnar bari kothay janar pryojon nei amar kache apnar asol poricoy apni amar Allah r koraner pakhi inshaallah apni egiye jan amar Allah apnar sathe.
joy,kibriya vaiyer prtita vidio prkasher sathe sathei dekhe feli.kintu ei vidioti cokhe porchil kintu dekhchilam na.karon amar kache intaresto chil na.karon ami najmus sakibke khub kache theke onek bar dekhechi tokhon o chot chil. kintu ekhon dekhar por onek ogroh bere gel.khub valo laglo❤️❤️
joy,"acrichalamuoyalaikum, kibriya vai.... apnake ki bole je dhonjbad deb!!!!! Allah apnake dirgho nek hayat dan korun, amin."
joy,koran telaoyat shune ami mugdho allahtayala jen amar ghore je sontan hobe take jen najmus sakiber moto  ekjon bishber shera hoyar toufik dan korun amin
joy,"kibriya vai, apnar hafej hoyar iccha thakle ekhno ceshta korte paren, medha shokti jodi valo thake, tahole prtidin rutin kore kono ekjon shikhok er kache monojog diye ceshta korle oboshji sombhob hobe inshaallah."
joy,amar o misri ar afsarir telaoyat er sur korte khub pochondo kori ar ajke prothom ei shakib er shune khub modhur konto eto valo laglo. Allah nek hayat dan korun tare.
joy,alhamdulillah aj tin din holo amio kuran er hafejer ma hoyechi. doya korben amar sayad jeno hifoj tar kolbe dhore rakhte pare ebong alem hote pare.ar hedayet praptder ontorvukto hoy.
joy,"amar Allah mohan, amar koran mohan, ar je eto shundor koran pore seo mohan manush apnake dhonjbad onake daoyat korechen"
joy,"amaro ekti chele ache,,,ami ore madrasay dichi shobai doya korben,,amar one icche o hafej maolana hobe,,,"
joy,assalamualaikum Allah apnader dirgho diner hayat korun. ar sob ghore nek sontan dan korun. amader sobaike sothik pothe colar toufik dan korun amin
joy,"assalamu alaikum bhai  ami to foner bishoy bujhina shudhu apnar vidio gulo dekhe jay amar, jela foridpur thana boyalmari gram soiyodpur"
joy,alhamdulillah onek valo laglo pranta juriye gel 😍😍 Allah tumi shobai ke koran shorif porar toifik dan koro amin
joy,alhamdulillah apnader sobaike osongokhjo dhonjbad amar pochonder ekta manushke najmul sakib vaike ami onek valbasi
joy,Bangladesh sorkarer kache tader kon dam nei. tara o je bangladesher shreshtho sompod sorkarer ucco mohler sobar jana ucit ebong tader ke sorkari bhabe songobordhna deoya ucit. mohan Allah jen unake dirgho nek hayat dan koren amin.
joy,"amader asha najmus sakib bhai  ekdin mokka shorifer imamti korbe inshaallah... najmus sakib bhai  amar bari moymonsingoh fulbariya. apni jodi amar komentgulo pore thaken, amar jonjo doya kiren Allah jen, amake hedayet nosib kore..."
joy,ekta jinis dikhe valo laglo sakib vaiyer mukher pitita kothay hasi chilo ujjbol hok apnar agami poth cola
joy,alhamdulillah Allah amader sobaike sodasorbda koraner aloy alokit h‌oyar t‌ofik dan korun amin dhonjbad priy ar je kibriya....
joy,"bjoktigot bhabe najmus sakib vaike koraner jonjo Allah er jonjo onnek valobasi o doya obiram,"
joy,"dhonjbad er upre onno kichu thakle sheta ditam,,aj theke apnar vidior jonjo opekkha korbo,,emon manushder ke niye onushthan korben vaiya"
joy,"👉🧡je b‍jakti, dhoj‍jshil je b‍jakti, kormshil se kokhono ovabi thake na. nishchoi Allah take sofolota dan koren amin.🧡👈"
joy,masha Allah onek shukrija Allah kache amader majhe apnar moto ek jon hafej ma baba ke hajar chalam Allah hafej
joy,kibriya bhai  sotti ami mugdho holam ami asha korina apni onake ekhane anben dhonjbad 😍😍
joy,najmus sakib vaiyer jonjo doya ril. ar kibriya vaike onek dhonjbad e rokom vidio korar jonjo..
joy,"kibriya bhai  je ekjon valo manush tari prman. amar o moner sopno bangladesher koraner pakhi ke niye onushthan korar jonjo Allah tumi kebriya bhai  ke islamer jonjo kobul koren,,,"
joy,vidioti beshi beshi kore share korun ebong amader cjaneler notun notun vidio pete cjanelti saboskraib korun ebong pashe thaka bel aikonti on korun
joy,"arje laste bolechen tar babar iccha chilo take hafej banaben, kintu sheta hoy nai. ami bolbo apni kintu ceshta korle ekhno paren. hoyto sohoj hobe na kintu ekodom obastob na."
joy,mashaallah . telaoyat shune hridoyta shitol hoye gel . doya kori Allah jen ei vaitike onek bor aleme dbin hisabe kobul kore nen .
joy,ei bangladeshor gorbo amader priy bhai  kari ra kari abu raihan. kari najmus sakib. kari jakariya. kari torikul islam.
joy,mas Allah mas Allah piy nobijir asekera auliya keram der o islamer asekera Allah pak apne mohan bangladesher manusher o islamer upre aro beshi beshi rohomot najil koren
joy,Allah amader agami projonmer protjekta ghore ghore jen najmus sakiber moto  koraner pakhi jonmogrohon kore
joy,"sakib mashrafi jemon amader desher gorbo,,, tar thekeo boro gorber bishoy hocche ei hafej najmus sakib der moto bishbo hafej ra,,alhamdulillah,,,"
joy,"subhanallah, amar cheleo 17para hafij ekhno porteche shobai doya korben jeno najmus sakiber moto jeno bishbsera hafij hoy."
joy,"alhamdulillah vaike khub valo lagche. ebong deya rilo sakib vaier jonjo, ar jara emon ekta shundor onushthan uphar dilo."
joy,"mashaallah, vaiyer jonjo shuvkamna ril. najmus sakib bhai  amader moymonsingher ami age jantam na to?"
joy,nije kuraner shikkha nite pari nai insaallah Allah jodi vobishjot projonmo dey tahole kuraner hefajote islamer hefajote dibo insaallah
joy,90 vag muslimer Bangladesh howa sottbeo islamik cjanel dorshokder kache ken obhelit ???!!! othoc tara jodi janto tahole prtiti iutiubar islamik cjanelguloke saporto kore tader prtiti vidiote je poriman neki vidior malik pet thik somoy poriman neki saporto korar karne oi sokol lok pet ekkhetre tar duniyar kon taka-poysa khoroch kora lagot na othoba noshto hoto na Allah taala amader sokolke nekir kaje porosporke saporto korar toufik dan korun amin
joy,"mashaallah! alhamdulillah. onek onek shuveccha o doya ril najmus sakibke. mohan Allah apnake poripurno takboyamoy, amolomoy ebong ekjon khati bor maper alemedbin hoyar toufik dan koren, amin."
joy,mashaallah najmus sakib bhai  Bangladesh er gorvo dhonjbad ar je vaiya apnar madhjme unar eto comotkar telaoyat share korar jonjo 👌💞
joy,bhai  ei prothom ami komento kortechi apnar vidiogulo ami dekhi majhe majhe to ajker vidiote amar osomvob anondo legeche
joy,jonab kibriya saheb! kumilla ibne taimiya skul endo college hefoj khanar 7 bochrer ekjon baccha matro 49 dine hafej hoyeche. eta kuraner mo&#39;jeja.
joy,alhamdulillah onek valo koran teloyat onek doya ril najmul sakib vaiyer jonjo Allah jen unake nek hayat daraj koren amin
joy,najmus sakib er pore kari abu rayhan ke apnar studiote dekhte cay .... asha kori amar ei chotto onurodh ta apni rakhben ....
joy,mashaallah alhamdulillah Allah unake jen sorbsheshtho bishbsera ekjon alem banay dao ebong islamer dharok-bahok hisebe tumi kobul kore nao amin
joy,"masaallah, alhamdulillah, chumma alhamdulillah. onek shundor ekti onushthan uphar deoyay kibriya vaike dhonjbad. ashakri agamite hafej o alemder niye notun notun aro vidio dekhte cai."
joy,doya ril bhai  apni onek boro hon. doya korben shobai amar ek chele chele niye amar onek sbopno ache sheta jen Allah puron kore.
joy,oyao amar elakar lok amar bari o moyomonsingoh distik fulbariya thana doya kori apni aro egiye jan
joy,priy arje kibriya vai! mijanur Rahman ajhari hujurer golpo shunte cai apnar ei cjanele -inshaallah.
joy,mashaallah osadharon teloyat 👌 doya ril bhai  najmus sakib apnar jonjo Allah apnake dbiner dbayi hisebe kobul korun amin.
joy,assalamualaikum hafij vai. apnara desher sompod Allah apnader rohom korun amin. bangladeshor sorkar shudhu pare gayk-gayika nayk-nayikader sommanit korte kintu ekjon hafej ke tar jothajoth upjukto sonman dite pareni. tai amra gorbo kore ekjon hafej allahor sommanit bjokti. Allah tader duniya o akherate sommanit korben amin. katar prbasi.
joy,"ontrer ontor sthol thebe dhonjbad ei midiyaoyala o uposthapokke, jini kuraner hafejder niye vidio toiri koreche."
joy,"emon sontaner ma hote parle koti na vagjobti hote partam,allah najmus sakibke aro nek kaj korar toufik dan korun🤲🤲"
joy,"koto kobir koto kobita porechi aj ekti kobitao puro bolte parina, othoc shei chotto belar shikha koraner jotgulo sura mukhostho korechilam ektio vulini, eta Allah tayalar oloukikta, ni:osondehe koraner oloukikta. prithibir kon bi, kitab keu mukhostho korte pare na sothik bhabe othoc prithibite lkho lkho koraner hafej ache jara sohih shuddho bhabe pobitro kuran telaoyat kore kon bhul uccaron chara,eta Allah tayalar oshesh rohomot.tin mas,choy mas,ek bochre pobitro koran hifoj kora ba mukhostho kora koraner sob ceye boro oloukikta, sobahan Allah oyabi hamdih."
joy,amar bhai  najmulsakib gota muslim ummahor jonjo ekti rol model. Allah tumi tar o tar babar asha gulo puron hoyar toufik dan koro amin
joy,mashaallah 29/1/2021 tarikh najmus sakibyer sate ek monse bosechilam badda bagan bari or taloyat sunlam khubi shundor
joy,"ami antrikvabe sakiber jonjo doya korchi, Allah jen take ekjon bishbsera aleme dbin baniye din amin."
joy,doya o shuvkamna ril najmus sakib er jonjo. Allah tayala apnake nek hayat dan korun amin.
joy,"aslei allahor rastay jara thaken tader ceharay ekta onno rokom nur thake. vaier hasita mashaallah onek shundor , bangladeshe ekjon manushke shantite nobel paoyar jogjo tini hocchen priy kibriya vai. sorkarer ucit ei bepare podokkhep  neoya. kanon jarmani theke."
joy,osongokhjo dhonjbad kibriya bhai  apnake. bhai  telaoyat shune kolija thanda hoye geche. Allah pak jen apnake nek hayat dan korun amin.
joy,onek shundor onek asha amar jibne thakbe vobishjte jen ami erokom ekta manush banate pari hafej najmus sakib tomake onek onek dhonjbad
joy,Allah apnake nek hayat dan koruk onek onek dhonjbad koraner pakhike niye emon onushthan korar jonj
joy,"khub shundor laglo najmul sakib vaiyer jibon kahini shune mashaallah, Allah najmul sakib,vaike nek hayat dan koruk amin...🌺🌺🌹🌹"
joy,alhamdulillah onek valo laglo bjaktigot bhabe beshi khushi holam jakariyar kotha shune jakariya amar khub kacher manush amar adrer sobar jonjo shuvkamna ril
joy,"amader sorkar hafej der niye kichui korena,ajke apni shei hafej ke niye ekta vidio baniye mohot kaj korlen.. masha allah..."
joy,"ami oke cini.amar pasher grame bari.amar bandhbir vai.oder poribar,paribarik shikkha osadharon. doya kori ar boro ho."
joy,masaallah khub shundor tilaoyat. shobai doya korbe amader jonjo. Allah jen amaderke su sontan dan koren ar thake jen koran shorif hafej banab.inshaallah
joy,bhai  apnar uposthapna valo lage. apnar movie kuraner hafejder jonjo unmukto korar jonjo apnake onek onek dhonjbad.
joy,"assalamu alaikum, he Allah kibriya bhai  ebong najmun sakib bhai  tader moner asha purun kore dao, amin"
joy,bangladesher khubi gurutbpurno bjokti.😊😊😊alhamdulillah.😊 amar chot vaitao koraner hafej hoyeche. 🤗🤗😊😊😍😍😍asha kori najmussakiber moto  kichu korbe desher jonjo 😎😎😎
joy,bai apnar vidio bair hile ami sathe sathe dekhi kintu apnar vidio dekhe amio vidio banai kintu amar vidiote viu ar saboskraibar asena apnara jodi goriber cjaneltike dekhe aschen onek upokar hot ar vulta dhoriye den assalamu alaikum ###########
joy,kibriya bhai  apnar kache jonjo onek doya ril. bishbsera hofej. othoc media egula niye kon niuj kore na. aro jara ache taderkeo niye asben.
joy,"alohomdulillah ...ami bishbo shera hafejer phone nambar cai,,, karon ami ekta islami gojol o islami kuij prtijogita /21 ing korte cai....alalah cahetu amar onushthane onake prodhan mehman korte cai.... ar eta moyomonsingoh,valukar prothom kono onushthan ....."
joy,masallah bhai  tomake Allah kobul koruk ar tomar moto  aro koraner pakhi Allah jen banglar gore gore toiri kore den amin
joy,mashaallah protjek manusher jibon onek sundor. eirokom sontan amader deshe ghore ghore jonmo neya khubi valo.sobai chele meyeder shikhoniy bishoy
joy,masa alloh onek sundoror onustan khub valo laglo insa Allah anek boro alem hoben doya kori
joy,kibriya bhai  apni amar ekjon priy manus! hafej najmus sakib amar ekjon priy hafej amar ekta chele diyechen Allah taala amar cheler nam rekhechi najmus sakib! amar cheleke hafej banate cai doya korben allahtaala jen amar moner asha purno koren
joy,"Allah apnake nek hayat dan koruk, sokler nikot doya cai ami jen amar cheleke hafej banate pari."
joy,"kibriya vaike onek dhonjbad. kuraner khedomter jonjo sadhubad. bangladeshe aro ekti shara jagano kuraner khedomot calu hoyeche jar nam ‘ nurani poddhti’. e poddhtir madhjme shotokra 100 vag muslim sontan sohih kore kuran shikhte parben. sathe bangla, ingreji, ongok, sadharon jnan itjadi shikhano hoy. e poddhtir prtishthata shaikhul kuran allama kari belayet hosen rahimahullah. apni jodi e bishoyti karo dbara hailait korten banglar muslimder onek upokar hoto. mohan Allah apnar prti rohom korun."
joy,mashaallah najmul bhai  bangladesher gourob najmul vaiyer hayat Allah briddhi kore dek Allah najmul vaike islamer pothe kobul koruk amin
joy,mhan allahor kache doya kori Allah jen unader moto koraner hafejderke dirghayu dan koren (amin)
joy,"ami kon din kibriya vaiyer vidiote komento koreni,kinto aj shudhu komento na, onek onek shuv kamnar doya kore ei komenta korlam,,onek dhonjbad kibriya vai,,amar elakar hafeje koran ke apnar vidiote daoyat korechen,,,"
joy,alhamdullilah apnar ma o baba onek vagjban. doa ril. tar sathe kibria bhai  apnake onek onek doya. onek chele utsahit hobe. dhonjbad.
joy,"profail pikcare amar ekmatro sontan oke kuraner hafej ebong ekjon sotjikar alem banate cai.amar sontaner jonjo doya korben.kibriya vaiyar kache onurodh ril kuran hafej howa theke shuru kore ekjon binggo alem hoyar jonjo kivabe dharabahikta bojay rekhe porashuna korte hoy,e bishoy ekjon alem ke niye alocna korle amra jara jenarel laine pora tara khubi upkrit hob.jemon vaiya ami ekjon jenarel laine pora madhjmiker shikhok.amar khubi iccha amar chele hafej hobe abar onno bishoy jemon bangla,gonit,ingreji bishyo parodorshi hobe.ebong se sotjikar ekjon alem jen hoy.ami onjder kache jokhon proshno kori je kivabe amar baccake ami porabo?dharabahikta jante caile ek ekjon ek rokom uttor dey.jani na ami kottuku apanake bujhate perechi bishoyta."
joy,"hafej , alemder ei cjanele sujog deoyay ar je kibriya vaike dhonjbad janacchi, shanto mohammod talukdar, jedda soudi arob."
joy,eto gulo vidior modhe sob ceye shera vidio chilo ei vidiota amar khub valo legeche
joy,mashaallah dekhe monta vore gel tomar moto  korane hafej banglar protjek ghore ghore dekhte cai Allah jen kobul koren amin.
joy,ماشاء الله ،سبحان الله وبحمده سبحان الله العظيم.السلام عليكم ورحمة الله وبركاته.kibriya vaiyer program gulo ami sobosomoy dekhi hasi -kannar sohit kintu ajke hafej najmus sakib vaike dekhe khub khushi o anondit.ja vashay bujhate parbo na. khubi monomugdhokor telaoyat. shudhu shuntei mone cay. kibriya vaike onurodh korchi unar sathe jogajoger nambar ta deya jabe?majhe
joy,Allah jen sakibke onek hayat den aro doya kori Allah jen bangladesher ghore ghore erokom hafej hoyar tofik dey
joy,sorboprothom apnake ebong sokol bangladeshi ke amar salam assalamu alaikum ami inoriya theke ami ekjon hafij amar nam hafij abdur rajjak ali vaiya ami inoriya theke jetecai onumti cai
joy,"kibriya bhai  apnar kotha shune khushite cokhe pani eshe porlo, koraner afejder jonjo unmukto 👌👌👌alhamdulillah ❤️❤️❤️"
joy,"assalamu alaikum chot bhai  najmus sakib tomake onek valbasi, ❤❤❤ amra moslim ra bok fuliye bolte pari amader bhai  koraner pakhi amader gorbo amader aikon allahor kache doya cai Allah jen toder sustho rakhen val rakhen"
joy,"e pojonto joyo manusher golpo shunchi,sob golper vitre adnan sakir sera,ar joyo manusher golpo shunchi,sob theke adnan sakir cehara sobtheke sundor,ek kothay nurani cehara,kot shundor hasi mashaallah mashaallah."
joy,alhamdulillah he Allah tumi hujurer nek hayat bariye dao.kibriya vaike salute salute salute janai koraner hafej vaider et valbasar jonjo .sotjii cokher pani atke rakhte parini .
joy,"ei vidio ta dekhe koto je valo lagche ta hoyto kauke bole bojhate parbo na,khubi valo laglo amar,doya rilo tar jonjo,kibriya bhai  ei golpo ta anche se jonjo onek onek dhonjbad,erokom aro golpo cai."
joy,Allah taala koraner hafejder ke duniyay sofolota ebong akherateo jannat dan korun. duniyate sohi alom orjon kore desh o jatir upokar korar toufik dan korun.
joy,dhonjbad kibriya vai. masaallah vaiyar hasi ta onek sundor.allah pak jen onar baba asa puron kore.
joy,mashaallah alhamdulillah kibriya bhai  ami kokhono komento kori na ajke apnar hafejder prti valobasa dekhe na kore parlam na dhonjbad apnake Allah apnake er binimoye uttom jaja dan koruk
joy,"assalamu alaikum, najmul sakib bhai  Allah pak apnake nek hayat dan korun ei doya korchi. apni desher sompod,desher ohongkar."
joy,kibriya bro lav iu ami cay apni sob somoy hafij ke niye hojurke niye beshi kaj kore Allah khushi hobe
joy,kibriya bhai  najmuj sakib bhai  amar ekta vaigna o cheler sobar kache mon khule doya korben ora jen sakib vaiyer moton hafij hote pare amar asha Allah jeno puron koren amin
joy,ami soudi mokka chilam 14 bosor asar somoy allar ghor kabai cumu kheye bolechi amar jodi allai ekta chele dei tahole take koraner hafej banabo allai ekta chele diyeche boyosh ekhon 4 bochor shobai doya korben amar cheleke jen hafej banate pari amin
joy,"erokom ekta chele jodi Allah r doyay banate partam, tahole ontot akhirate allahor kache daranor moto  kichu ta holeo sahosh petam .valo rakhuk prtiti koraner pakhider. amin"
joy,"amar shikhok , hafij abdur rohim,uni 28 dine al koran hafij korechen. gach bari jamiul ulum kamil madrasa, kanaighat, silet. er sabek prinsipal."
joy,sukriya bhai  ami khub khushi tar telaot shune amor mon vore kanna eshe porece amio tar moto  hotecai inshaallah‌ Allah
